Brand Name,Category,Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
Furnished Finder,Brand,2024-02-18,hometogo.com,< 10%,2.61,44.16,59.51,7.71,72.38
Furnished Finder,Brand,2024-02-18,favoes.com,18.1,23.71,22.77,98.17,17.57,69.27
Furnished Finder,Brand,2024-02-20,apartmentlist.com,< 10%,6.55,45.55,95.05,25.65,73.13
Furnished Finder,Brand,2024-02-20,hometogo.com,< 10%,2.15,50.61,57.53,5.96,74.56
Furnished Finder,Brand,2024-02-20,favoes.com,20.46,26.15,22.62,98.94,17.87,70.92
Furnished Finder,Brand,2024-02-18,You,73.22, --, --,92.59,64.52, --
Furnished Finder,Brand,2024-02-18,airbnb.com,22.82,17.36,56.03,88.37,34.56,66.1
Furnished Finder,Brand,2024-02-18,hellolanding.com,16.6,15.22,59.23,91.53,49.51,66.62
Furnished Finder,Brand,2024-02-25,apartmentlist.com,< 10%,5.69,53.67,95.48,28.91,64.44
Furnished Finder,Brand,2024-02-25,hometogo.com,< 10%,3.22,51.81,62.61,8.36,65.37
Furnished Finder,Brand,2024-02-25,favoes.com,< 10%,7.35,14.42,96.5,8.86,65.77
Furnished Finder,Brand,2024-02-28,apartmentlist.com,10.37,5.82,50.23,93.47,24.17,63.44
Furnished Finder,Brand,2024-02-28,hometogo.com,< 10%,4.49,46.21,68.74,9.74,64.0
Furnished Finder,Brand,2024-02-28,favoes.com,11.63,17.25,23.34,98.57,16.81,62.72
Furnished Finder,Brand,2024-02-20,You,75.38, --, --,94.19,66.53, --
Furnished Finder,Brand,2024-02-20,airbnb.com,21.05,16.24,54.66,90.09,37.51,68.68
Furnished Finder,Brand,2024-02-20,hellolanding.com,12.46,11.45,54.7,93.49,48.43,70.66
Furnished Finder,Brand,2024-02-25,You,66.47, --, --,92.38,73.71, --
Furnished Finder,Brand,2024-02-25,airbnb.com,24.13,16.43,61.93,88.09,40.45,59.71
Furnished Finder,Brand,2024-02-25,hellolanding.com,< 10%,7.27,60.55,88.08,46.52,63.55
Furnished Finder,Brand,2024-02-28,You,65.35, --, --,93.65,63.62, --
Furnished Finder,Brand,2024-02-28,airbnb.com,30.51,25.62,64.7,92.75,50.52,54.52
Furnished Finder,Brand,2024-02-28,hellolanding.com,11.83,10.22,64.77,91.7,51.16,61.03
Furnished Finder,Brand,2024-03-08,hellolanding.com,16.08,15.72,68.02,93.2,54.21,60.25
Furnished Finder,Brand,2024-03-08,You,67.46, --, --,93.22,62.57, --
Furnished Finder,Brand,2024-03-11,You,65.65, --, --,93.58,65.41, --
Furnished Finder,Brand,2024-03-08,airbnb.com,31.55,25.91,62.86,91.05,46.25,56.48
Furnished Finder,Brand,2024-03-11,airbnb.com,27.75,21.78,61.07,88.63,43.3,56.92
Furnished Finder,Brand,2024-03-11,hellolanding.com,13.87,12.69,66.05,92.97,54.22,60.15
Furnished Finder,Brand,2024-03-08,apartmentlist.com,< 10%,5.75,47.19,92.94,23.14,65.63
Furnished Finder,Brand,2024-03-08,hometogo.com,< 10%,3.12,38.92,58.47,5.35,66.64
Furnished Finder,Brand,2024-03-08,favoes.com,10.34,14.85,17.49,98.09,11.53,65.71
Furnished Finder,Brand,2024-03-11,apartmentlist.com,10.06,6.04,50.72,93.59,28.13,63.64
Furnished Finder,Brand,2024-03-11,hometogo.com,< 10%,3.18,35.94,56.9,6.21,64.9
Furnished Finder,Brand,2024-03-11,favoes.com,11.37,16.79,20.06,98.56,14.13,63.44
Furnished Finder,Brand,2024-03-01,airbnb.com,32.59,26.86,65.96,91.6,50.38,53.11
Furnished Finder,Brand,2024-03-01,hellolanding.com,13.11,10.47,55.1,89.12,44.4,60.82
Furnished Finder,Brand,2024-03-01,You,64.55, --, --,93.12,63.85, --
Furnished Finder,Brand,2024-03-01,apartmentlist.com,< 10%,4.9,51.22,94.58,20.17,62.93
Furnished Finder,Brand,2024-03-01,hometogo.com,< 10%,3.3,47.74,56.81,5.4,63.53
Furnished Finder,Brand,2024-03-01,favoes.com,12.16,18.25,17.66,98.3,13.43,62.47
Furnished Finder,Brand,2024-02-29,airbnb.com,35.96,30.77,66.46,92.12,53.03,51.71
Furnished Finder,Brand,2024-02-29,hellolanding.com,12.89,11.34,62.2,90.59,49.6,60.41
Furnished Finder,Brand,2024-03-03,hellolanding.com,14.72,13.24,64.03,92.58,47.17,57.96
Furnished Finder,Brand,2024-02-29,You,65.0, --, --,93.25,62.69, --
Furnished Finder,Brand,2024-03-03,You,63.33, --, --,92.64,55.79, --
Furnished Finder,Brand,2024-03-04,airbnb.com,34.21,29.23,67.17,92.01,51.83,50.89
Furnished Finder,Brand,2024-03-03,airbnb.com,39.44,34.66,67.27,92.39,53.29,48.56
Furnished Finder,Brand,2024-03-07,airbnb.com,30.39,25.17,63.71,91.1,49.27,55.6
Furnished Finder,Brand,2024-03-04,hellolanding.com,14.16,12.43,62.79,92.93,48.75,58.38
Furnished Finder,Brand,2024-03-07,hellolanding.com,15.3,15.32,64.54,93.61,51.96,59.66
Furnished Finder,Brand,2024-03-13,airbnb.com,31.65,24.85,63.01,89.9,47.01,54.95
Furnished Finder,Brand,2024-03-04,You,63.32, --, --,92.12,58.63, --
Furnished Finder,Brand,2024-03-07,You,66.21, --, --,92.83,63.69, --
Furnished Finder,Brand,2024-03-13,hellolanding.com,14.49,13.77,61.32,91.93,51.4,59.65
Furnished Finder,Brand,2024-03-13,You,65.15, --, --,93.67,64.77, --
Furnished Finder,Brand,2024-02-29,favoes.com,12.41,18.61,24.29,98.55,16.88,62.06
Furnished Finder,Brand,2024-03-03,hometogo.com,< 10%,3.78,40.04,58.03,4.06,62.37
Furnished Finder,Brand,2024-03-04,hometogo.com,< 10%,1.78,38.26,46.29,3.29,62.89
Furnished Finder,Brand,2024-03-04,favoes.com,< 10%,12.2,24.47,97.87,16.69,61.43
Furnished Finder,Brand,2024-02-29,apartmentlist.com,< 10%,4.88,48.01,93.67,19.14,63.47
Furnished Finder,Brand,2024-02-29,hometogo.com,< 10%,4.19,45.53,65.07,6.93,63.76
Furnished Finder,Brand,2024-03-03,apartmentlist.com,< 10%,4.49,47.76,92.05,20.19,61.97
Furnished Finder,Brand,2024-03-03,favoes.com,< 10%,14.31,24.52,97.99,16.72,61.11
Furnished Finder,Brand,2024-03-04,apartmentlist.com,< 10%,4.23,49.52,92.24,20.89,61.99
Furnished Finder,Brand,2024-03-07,apartmentlist.com,< 10%,5.5,46.55,92.24,19.85,64.52
Furnished Finder,Brand,2024-03-07,hometogo.com,< 10%,3.89,43.03,59.43,6.23,65.11
Furnished Finder,Brand,2024-03-07,favoes.com,< 10%,9.79,18.06,98.67,12.11,65.04
Furnished Finder,Brand,2024-03-13,apartmentlist.com,10.41,6.14,47.37,93.61,23.84,63.26
Furnished Finder,Brand,2024-03-13,hometogo.com,< 10%,2.45,37.43,56.33,5.18,64.55
Furnished Finder,Brand,2024-03-13,favoes.com,< 10%,13.44,16.58,98.07,10.4,63.7
Furnished Finder,Brand,2024-03-02,hellolanding.com,14.6,13.48,56.92,88.88,43.15,59.51
Furnished Finder,Brand,2024-03-05,airbnb.com,31.08,26.27,66.92,92.46,52.19,52.6
Furnished Finder,Brand,2024-03-06,hellolanding.com,15.34,13.99,60.16,92.35,48.64,59.11
Furnished Finder,Brand,2024-03-02,airbnb.com,40.48,36.04,67.46,93.07,54.03,48.78
Furnished Finder,Brand,2024-03-02,You,64.45, --, --,92.57,57.25, --
Furnished Finder,Brand,2024-03-05,hellolanding.com,13.22,11.39,66.74,94.61,53.52,58.96
Furnished Finder,Brand,2024-03-09,hellolanding.com,15.64,15.38,66.39,92.22,53.64,59.38
Furnished Finder,Brand,2024-03-10,hellolanding.com,16.9,16.43,62.42,93.04,51.91,58.78
Furnished Finder,Brand,2024-03-05,You,63.82, --, --,92.52,58.37, --
Furnished Finder,Brand,2024-03-06,airbnb.com,35.8,29.38,62.9,90.96,48.1,52.61
Furnished Finder,Brand,2024-03-12,hellolanding.com,15.17,14.17,63.97,93.22,53.1,57.92
Furnished Finder,Brand,2024-03-06,You,64.54, --, --,92.6,61.55, --
Furnished Finder,Brand,2024-03-09,You,66.13, --, --,92.98,62.1, --
Furnished Finder,Brand,2024-03-10,You,65.49, --, --,93.03,62.53, --
Furnished Finder,Brand,2024-03-09,airbnb.com,32.17,26.04,62.78,90.38,47.69,55.31
Furnished Finder,Brand,2024-03-10,airbnb.com,31.79,25.74,64.55,89.92,47.08,54.61
Furnished Finder,Brand,2024-03-12,You,63.69, --, --,92.8,62.8, --
Furnished Finder,Brand,2024-03-12,airbnb.com,31.88,24.97,63.13,89.06,44.79,53.65
Furnished Finder,Brand,2024-03-02,apartmentlist.com,< 10%,4.93,46.64,92.26,18.07,62.97
Furnished Finder,Brand,2024-03-02,hometogo.com,< 10%,4.23,42.47,61.54,5.71,63.3
Furnished Finder,Brand,2024-03-05,apartmentlist.com,< 10%,5.7,52.67,94.89,25.01,61.9
Furnished Finder,Brand,2024-03-06,hometogo.com,< 10%,2.73,49.05,53.15,4.48,63.68
Furnished Finder,Brand,2024-03-06,favoes.com,11.88,17.91,18.79,98.24,12.98,62.37
Furnished Finder,Brand,2024-03-02,favoes.com,11.1,16.55,22.17,98.18,15.99,62.09
Furnished Finder,Brand,2024-03-09,apartmentlist.com,< 10%,6.12,49.79,92.68,23.26,64.11
Furnished Finder,Brand,2024-03-10,apartmentlist.com,10.51,6.92,50.56,94.46,23.03,63.2
Furnished Finder,Brand,2024-03-05,hometogo.com,< 10%,2.98,45.32,54.62,6.9,62.95
Furnished Finder,Brand,2024-03-05,favoes.com,13.09,19.75,21.88,98.58,14.33,61.06
Furnished Finder,Brand,2024-03-06,apartmentlist.com,< 10%,4.26,48.48,92.37,19.75,63.21
Furnished Finder,Brand,2024-03-09,hometogo.com,< 10%,2.81,32.11,53.49,4.38,65.53
Furnished Finder,Brand,2024-03-09,favoes.com,10.95,16.1,18.8,98.6,12.78,64.12
Furnished Finder,Brand,2024-03-10,hometogo.com,< 10%,2.95,48.12,57.16,5.58,64.56
Furnished Finder,Brand,2024-03-10,favoes.com,10.16,15.11,20.49,98.35,14.21,63.47
Furnished Finder,Brand,2024-03-12,apartmentlist.com,10.66,6.19,50.22,92.71,22.85,61.71
Furnished Finder,Brand,2024-03-12,hometogo.com,< 10%,3.06,40.53,59.0,5.3,62.9
Furnished Finder,Brand,2024-03-12,favoes.com,10.54,16.08,19.33,98.93,12.73,61.71
Furnished Finder,Brand,2024-03-15,You,65.94, --, --,92.69,63.42, --
Furnished Finder,Brand,2024-03-15,airbnb.com,35.49,30.15,65.52,90.98,49.24,52.91
Furnished Finder,Brand,2024-03-15,hellolanding.com,15.1,13.37,58.88,90.75,45.97,60.75
Furnished Finder,Brand,2024-03-16,You,64.82, --, --,92.08,61.55, --
Furnished Finder,Brand,2024-03-16,airbnb.com,36.27,30.89,67.34,90.48,51.55,51.34
Furnished Finder,Brand,2024-03-16,hellolanding.com,15.26,13.73,59.2,91.67,45.42,59.55
Furnished Finder,Brand,2024-03-17,You,63.03, --, --,92.3,63.91, --
Furnished Finder,Brand,2024-03-17,airbnb.com,37.25,30.88,65.71,90.01,48.84,50.25
Furnished Finder,Brand,2024-03-17,hellolanding.com,14.54,12.22,59.62,90.76,45.62,58.44
Furnished Finder,Brand,2024-03-19,You,67.52, --, --,93.04,68.64, --
Furnished Finder,Brand,2024-03-19,airbnb.com,28.09,23.03,64.98,90.13,45.33,57.42
Furnished Finder,Brand,2024-03-19,hellolanding.com,12.44,10.4,61.95,92.14,48.28,63.17
Furnished Finder,Brand,2024-03-15,apartmentlist.com,11.11,6.96,47.73,93.08,22.27,63.75
Furnished Finder,Brand,2024-03-15,hometogo.com,< 10%,3.62,43.93,61.45,5.1,64.89
Furnished Finder,Brand,2024-03-16,apartmentlist.com,11.68,7.69,49.37,92.05,22.22,62.36
Furnished Finder,Brand,2024-03-16,hometogo.com,< 10%,3.31,39.2,60.32,5.55,63.98
Furnished Finder,Brand,2024-03-17,apartmentlist.com,12.54,8.18,52.21,94.18,23.65,60.34
Furnished Finder,Brand,2024-03-17,hometogo.com,< 10%,3.37,45.77,61.19,6.89,62.06
Furnished Finder,Brand,2024-03-19,apartmentlist.com,10.82,7.5,52.95,92.68,26.62,64.84
Furnished Finder,Brand,2024-03-19,hometogo.com,< 10%,5.0,43.61,68.12,11.09,66.05
Furnished Finder,Brand,2024-03-18,You,65.53, --, --,91.97,68.41, --
Furnished Finder,Brand,2024-03-18,airbnb.com,30.3,24.77,65.52,89.63,45.09,54.89
Furnished Finder,Brand,2024-03-18,hellolanding.com,12.41,10.36,63.68,91.39,49.09,61.2
Furnished Finder,Brand,2024-03-21,You,50.94, --, --,90.18,64.13, --
Furnished Finder,Brand,2024-03-21,airbnb.com,32.11,30.13,61.0,87.41,39.98,41.58
Furnished Finder,Brand,2024-03-21,hellolanding.com,13.38,12.29,59.02,91.17,47.27,47.25
Furnished Finder,Brand,2024-03-18,apartmentlist.com,11.06,7.38,50.53,92.07,23.04,63.09
Furnished Finder,Brand,2024-03-18,hometogo.com,< 10%,3.18,48.28,62.48,8.17,64.52
Furnished Finder,Brand,2024-03-21,apartmentlist.com,10.93,7.81,51.85,91.07,21.91,48.88
Furnished Finder,Brand,2024-03-21,hometogo.com,< 10%,6.38,40.44,64.42,9.16,49.63
Furnished Finder,Brand,2024-03-26,You,64.12, --, --,92.17,69.75, --
Furnished Finder,Brand,2024-03-26,airbnb.com,28.25,22.35,63.02,89.28,43.28,55.09
Furnished Finder,Brand,2024-03-26,hellolanding.com,11.24,9.65,57.73,91.59,48.07,60.55
Furnished Finder,Brand,2024-03-26,apartmentlist.com,< 10%,6.08,50.81,92.06,21.58,62.14
Furnished Finder,Brand,2024-03-26,hometogo.com,< 10%,4.05,40.15,61.23,8.86,63.08
Furnished Finder,Brand,2024-03-22,You,52.05, --, --,89.99,62.84, --
Furnished Finder,Brand,2024-03-22,airbnb.com,32.19,30.02,60.07,87.37,40.74,42.66
Furnished Finder,Brand,2024-03-22,hellolanding.com,13.69,13.05,62.26,91.4,47.83,47.82
Furnished Finder,Brand,2024-03-24,You,49.46, --, --,89.85,61.97, --
Furnished Finder,Brand,2024-03-24,airbnb.com,29.6,27.05,59.82,86.34,37.58,41.46
Furnished Finder,Brand,2024-03-24,hellolanding.com,13.9,13.59,64.49,90.1,49.28,45.13
Furnished Finder,Brand,2024-03-22,apartmentlist.com,10.45,7.43,55.44,91.46,23.15,49.9
Furnished Finder,Brand,2024-03-27,You,67.57, --, --,93.42,70.39, --
Furnished Finder,Brand,2024-03-27,airbnb.com,27.84,22.62,61.86,89.05,42.98,58.12
Furnished Finder,Brand,2024-03-27,hellolanding.com,11.04,8.99,57.49,90.08,47.21,64.08
Furnished Finder,Brand,2024-03-22,hometogo.com,< 10%,4.86,32.32,56.91,6.31,51.23
Furnished Finder,Brand,2024-03-24,apartmentlist.com,12.57,9.66,55.76,91.38,22.49,46.8
Furnished Finder,Brand,2024-03-24,hometogo.com,< 10%,4.8,28.78,51.58,4.58,48.78
Furnished Finder,Brand,2024-03-27,apartmentlist.com,< 10%,5.64,44.35,88.86,21.17,65.88
Furnished Finder,Brand,2024-03-27,hometogo.com,< 10%,3.24,36.23,54.77,5.91,66.78
Furnished Finder,Brand,2024-03-14,You,65.14, --, --,92.38,61.89, --
Furnished Finder,Brand,2024-03-14,airbnb.com,36.74,30.24,66.1,91.2,49.57,52.12
Furnished Finder,Brand,2024-03-14,hellolanding.com,15.96,14.69,62.07,92.95,49.49,59.2
Furnished Finder,Brand,2024-03-20,You,53.79, --, --,91.21,66.11, --
Furnished Finder,Brand,2024-03-20,airbnb.com,30.25,26.95,62.43,88.26,40.75,44.74
Furnished Finder,Brand,2024-03-20,hellolanding.com,12.8,11.69,60.34,90.61,46.75,50.0
Furnished Finder,Brand,2024-03-14,apartmentlist.com,10.7,5.74,49.16,91.28,19.33,63.3
Furnished Finder,Brand,2024-03-14,hometogo.com,< 10%,2.82,38.39,59.26,4.75,64.44
Furnished Finder,Brand,2024-03-23,You,50.33, --, --,89.68,61.02, --
Furnished Finder,Brand,2024-03-23,airbnb.com,32.12,30.49,61.83,87.75,40.73,40.85
Furnished Finder,Brand,2024-03-23,hellolanding.com,14.01,13.51,61.72,91.81,48.04,46.14
Furnished Finder,Brand,2024-03-25,You,55.7, --, --,90.35,66.45, --
Furnished Finder,Brand,2024-03-25,airbnb.com,29.92,25.46,62.24,87.51,40.42,46.87
Furnished Finder,Brand,2024-03-20,apartmentlist.com,12.68,8.76,54.93,91.35,25.3,51.2
Furnished Finder,Brand,2024-03-20,hometogo.com,< 10%,6.01,36.42,64.67,8.03,52.61
Furnished Finder,Brand,2024-03-25,hellolanding.com,10.68,9.0,63.75,91.0,47.43,52.5
Furnished Finder,Brand,2024-03-23,apartmentlist.com,11.2,7.84,54.05,90.84,20.9,48.2
Furnished Finder,Brand,2024-03-23,hometogo.com,< 10%,4.76,34.0,54.92,5.64,49.52
Furnished Finder,Brand,2024-03-25,apartmentlist.com,10.76,7.45,52.57,90.42,20.78,53.52
Furnished Finder,Brand,2024-03-25,hometogo.com,< 10%,4.06,37.79,57.22,6.62,54.84
Furnished Finder,Brand,2024-04-03,You,81.2, --, --,94.69,74.92, --
Furnished Finder,Brand,2024-04-03,airbnb.com,30.12,30.49,45.98,92.65,39.29,69.82
Furnished Finder,Brand,2024-04-03,hellolanding.com,10.5,10.57,43.22,90.89,35.2,77.49
Furnished Finder,Brand,2024-04-03,apartmentlist.com,< 10%,7.78,26.23,87.99,14.93,79.54
Furnished Finder,Brand,2024-04-08,You,84.72, --, --,96.9,77.62, --
Furnished Finder,Brand,2024-04-08,hellolanding.com,10.15,10.63,40.15,91.2,33.29,81.11
Furnished Finder,Brand,2024-04-10,airbnb.com,27.34,28.66,45.23,91.92,39.87,73.65
Furnished Finder,Brand,2024-04-08,airbnb.com,26.94,28.2,45.02,92.89,39.64,73.97
Furnished Finder,Brand,2024-04-10,You,84.62, --, --,96.95,76.99, --
Furnished Finder,Brand,2024-04-10,hellolanding.com,< 10%,9.67,38.11,90.85,31.43,81.5
Furnished Finder,Brand,2024-04-08,apartmentlist.com,< 10%,8.02,26.19,90.48,17.55,82.94
Furnished Finder,Brand,2024-04-10,apartmentlist.com,< 10%,7.38,23.19,89.72,16.28,83.17
Furnished Finder,Brand,2024-03-28,hellolanding.com,< 10%,9.96,46.96,89.8,39.28,76.9
Furnished Finder,Brand,2024-03-28,You,80.68, --, --,95.52,75.44, --
Furnished Finder,Brand,2024-04-05,You,84.12, --, --,96.33,75.13, --
Furnished Finder,Brand,2024-04-06,You,85.05, --, --,96.73,74.44, --
Furnished Finder,Brand,2024-03-28,airbnb.com,22.56,21.5,50.39,90.77,41.65,71.94
Furnished Finder,Brand,2024-03-28,apartmentlist.com,< 10%,4.94,29.1,87.4,15.42,79.52
Furnished Finder,Brand,2024-04-09,You,83.78, --, --,96.4,75.84, --
Furnished Finder,Brand,2024-04-05,hellolanding.com,11.39,11.97,43.17,92.55,34.66,79.77
Furnished Finder,Brand,2024-04-05,airbnb.com,29.75,31.31,46.65,94.01,41.67,71.83
Furnished Finder,Brand,2024-04-06,airbnb.com,29.97,31.04,46.41,94.02,41.42,72.8
Furnished Finder,Brand,2024-04-06,apartmentlist.com,< 10%,7.98,22.64,90.01,14.83,83.51
Furnished Finder,Brand,2024-04-06,hellolanding.com,12.23,12.55,41.38,89.99,34.4,80.64
Furnished Finder,Brand,2024-04-05,apartmentlist.com,< 10%,6.53,20.56,86.9,11.23,82.99
Furnished Finder,Brand,2024-04-09,apartmentlist.com,< 10%,8.4,25.93,88.36,17.53,81.96
Furnished Finder,Brand,2024-04-09,airbnb.com,28.58,30.12,45.51,92.41,39.89,72.3
Furnished Finder,Brand,2024-04-09,hellolanding.com,< 10%,10.33,39.3,90.12,31.44,80.38
Furnished Finder,Brand,2024-04-02,hellolanding.com,10.23,9.92,50.26,93.09,42.07,75.42
Furnished Finder,Brand,2024-04-02,airbnb.com,28.75,27.99,46.32,91.97,38.74,69.09
Furnished Finder,Brand,2024-04-02,You,79.38, --, --,94.6,76.86, --
Furnished Finder,Brand,2024-04-07,hellolanding.com,11.22,11.65,42.51,91.55,34.74,80.0
Furnished Finder,Brand,2024-04-07,You,84.17, --, --,96.31,76.55, --
Furnished Finder,Brand,2024-04-07,airbnb.com,27.04,28.02,45.01,92.54,38.42,73.55
Furnished Finder,Brand,2024-04-02,apartmentlist.com,< 10%,8.0,29.17,88.91,14.72,77.53
Furnished Finder,Brand,2024-04-07,apartmentlist.com,< 10%,7.79,24.5,90.78,18.14,82.56
Furnished Finder,Brand,2024-03-31,You,79.49, --, --,94.34,74.45, --
Furnished Finder,Brand,2024-03-30,airbnb.com,26.15,24.95,46.3,92.37,38.3,71.42
Furnished Finder,Brand,2024-04-01,airbnb.com,21.7,20.44,45.32,88.96,35.96,72.04
Furnished Finder,Brand,2024-03-31,airbnb.com,24.56,23.53,44.95,90.8,36.78,71.09
Furnished Finder,Brand,2024-03-29,airbnb.com,25.69,25.21,48.6,91.86,40.01,70.31
Furnished Finder,Brand,2024-03-31,hellolanding.com,12.24,12.2,44.63,92.0,37.74,75.17
Furnished Finder,Brand,2024-04-04,airbnb.com,29.21,29.86,47.58,93.46,41.05,70.2
Furnished Finder,Brand,2024-03-30,apartmentlist.com,< 10%,7.51,31.51,87.91,16.04,78.84
Furnished Finder,Brand,2024-03-30,You,80.75, --, --,94.68,75.21, --
Furnished Finder,Brand,2024-03-29,You,80.13, --, --,94.94,75.15, --
Furnished Finder,Brand,2024-04-01,apartmentlist.com,< 10%,5.45,32.08,90.47,18.56,78.01
Furnished Finder,Brand,2024-04-01,hellolanding.com,< 10%,9.41,40.93,90.85,34.6,76.34
Furnished Finder,Brand,2024-04-01,You,79.4, --, --,94.23,80.4, --
Furnished Finder,Brand,2024-04-04,hellolanding.com,11.56,11.66,43.61,91.62,36.74,77.66
Furnished Finder,Brand,2024-03-29,hellolanding.com,< 10%,8.82,46.69,91.91,38.56,76.83
Furnished Finder,Brand,2024-03-30,hellolanding.com,10.71,10.33,43.5,91.78,36.47,77.12
Furnished Finder,Brand,2024-03-31,apartmentlist.com,10.65,9.51,33.47,91.6,20.13,76.96
Furnished Finder,Brand,2024-03-29,apartmentlist.com,< 10%,6.33,29.65,88.59,14.97,78.63
Furnished Finder,Brand,2024-04-04,You,81.82, --, --,94.84,75.36, --
Furnished Finder,Brand,2024-04-04,apartmentlist.com,< 10%,6.35,26.07,88.61,14.27,80.47
Furnished Finder,Brand,2024-05-04,apartmentlist.com,13.21,12.76,19.77,91.88,14.44,75.77
Furnished Finder,Brand,2024-05-02,apartmentlist.com,< 10%,9.9,13.15,91.11,8.89,76.99
Furnished Finder,Brand,2024-05-06,apartmentlist.com,11.25,11.26,20.69,91.4,13.08,76.49
Furnished Finder,Brand,2024-05-02,hellolanding.com,< 10%,10.5,36.17,93.07,29.81,75.04
Furnished Finder,Brand,2024-04-29,apartmentlist.com,< 10%,10.62,12.55,90.03,8.48,80.63
Furnished Finder,Brand,2024-05-04,hellolanding.com,12.73,13.08,44.5,91.15,36.42,73.21
Furnished Finder,Brand,2024-05-04,airbnb.com,39.33,41.02,37.37,93.74,35.46,65.82
Furnished Finder,Brand,2024-04-30,airbnb.com,36.21,41.06,29.72,94.13,28.12,59.34
Furnished Finder,Brand,2024-04-29,hellolanding.com,< 10%,10.74,39.56,91.35,33.86,78.25
Furnished Finder,Brand,2024-04-30,hellolanding.com,< 10%,10.58,27.97,89.69,22.22,65.58
Furnished Finder,Brand,2024-05-02,You,78.0, --, --,96.8,78.57, --
Furnished Finder,Brand,2024-05-06,airbnb.com,35.39,36.96,42.06,91.69,37.13,66.14
Furnished Finder,Brand,2024-04-29,airbnb.com,36.29,40.94,33.53,93.29,30.33,70.5
Furnished Finder,Brand,2024-05-06,You,78.32, --, --,96.03,73.44, --
Furnished Finder,Brand,2024-04-29,You,81.72, --, --,97.32,77.01, --
Furnished Finder,Brand,2024-04-30,apartmentlist.com,< 10%,10.06,13.25,91.87,8.84,66.68
Furnished Finder,Brand,2024-05-02,airbnb.com,34.44,38.29,33.29,92.28,32.0,68.06
Furnished Finder,Brand,2024-05-06,hellolanding.com,11.71,11.44,42.94,91.93,38.67,74.47
Furnished Finder,Brand,2024-04-30,You,67.58, --, --,97.7,80.16, --
Furnished Finder,Brand,2024-05-04,You,77.73, --, --,96.23,73.43, --
Furnished Finder,Brand,2024-04-26,apartmentlist.com,12.7,14.05,21.67,90.97,13.68,79.16
Furnished Finder,Brand,2024-05-03,apartmentlist.com,< 10%,8.75,15.22,92.19,10.53,80.14
Furnished Finder,Brand,2024-04-27,apartmentlist.com,12.62,13.77,20.14,91.12,11.5,81.76
Furnished Finder,Brand,2024-05-03,hellolanding.com,10.01,10.82,37.89,91.59,32.51,77.89
Furnished Finder,Brand,2024-04-28,hellolanding.com,16.45,17.78,50.06,93.17,42.96,75.63
Furnished Finder,Brand,2024-04-26,hellolanding.com,13.09,13.87,47.98,92.25,38.35,76.21
Furnished Finder,Brand,2024-05-03,You,81.22, --, --,97.41,79.54, --
Furnished Finder,Brand,2024-04-27,hellolanding.com,15.13,15.61,47.52,91.46,39.97,77.86
Furnished Finder,Brand,2024-04-28,airbnb.com,40.81,44.99,39.53,93.14,35.32,68.26
Furnished Finder,Brand,2024-04-27,You,84.09, --, --,96.45,69.31, --
Furnished Finder,Brand,2024-04-28,You,83.02, --, --,97.24,70.1, --
Furnished Finder,Brand,2024-04-28,apartmentlist.com,10.81,12.1,14.92,91.18,8.5,81.53
Furnished Finder,Brand,2024-05-03,airbnb.com,30.92,33.79,34.68,92.55,32.52,71.7
Furnished Finder,Brand,2024-04-26,airbnb.com,37.91,41.21,48.65,93.6,42.96,65.27
Furnished Finder,Brand,2024-04-26,You,81.64, --, --,96.25,69.17, --
Furnished Finder,Brand,2024-04-27,airbnb.com,38.61,41.48,44.45,93.93,40.01,68.59
Furnished Finder,Brand,2024-04-25,apartmentlist.com,13.18,14.25,24.76,90.46,14.29,75.56
Furnished Finder,Brand,2024-05-07,apartmentlist.com,< 10%,9.57,20.05,89.85,13.42,76.12
Furnished Finder,Brand,2024-05-08,airbnb.com,40.35,40.87,37.14,93.3,35.33,59.19
Furnished Finder,Brand,2024-05-08,apartmentlist.com,12.26,10.43,22.47,90.97,16.02,68.15
Furnished Finder,Brand,2024-05-07,airbnb.com,38.46,40.68,40.79,92.86,37.9,64.73
Furnished Finder,Brand,2024-05-08,You,69.78, --, --,95.45,75.28, --
Furnished Finder,Brand,2024-04-25,You,78.32, --, --,96.03,65.61, --
Furnished Finder,Brand,2024-05-07,You,77.61, --, --,96.55,74.6, --
Furnished Finder,Brand,2024-05-07,hellolanding.com,< 10%,9.18,39.83,90.93,33.97,74.77
