Brand Name,Category,Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
Travel Nurse Housing,TNH,2024-03-24,You,71.86, --, --,94.72,22.66, --
Travel Nurse Housing,TNH,2024-03-24,airbnb.com,21.4,23.06,15.1,62.23,2.28,69.36
Travel Nurse Housing,TNH,2024-03-24,hellolanding.com,< 10%,6.49,24.69,77.17,11.42,70.71
Travel Nurse Housing,TNH,2024-03-25,You,68.82, --, --,94.34,20.73, --
Travel Nurse Housing,TNH,2024-03-25,airbnb.com,20.46,22.98,16.43,59.46,4.52,66.23
Travel Nurse Housing,TNH,2024-03-25,hellolanding.com,< 10%,7.48,26.21,76.45,11.58,67.47
Travel Nurse Housing,TNH,2024-03-27,You,69.2, --, --,94.12,20.83, --
Travel Nurse Housing,TNH,2024-03-27,airbnb.com,20.88,22.85,19.27,61.38,4.15,66.15
Travel Nurse Housing,TNH,2024-03-27,hellolanding.com,< 10%,7.44,30.61,78.49,10.19,67.62
Travel Nurse Housing,TNH,2024-03-15,You,64.59, --, --,94.97,30.84, --
Travel Nurse Housing,TNH,2024-03-15,airbnb.com,27.19,29.46,19.03,71.56,6.98,60.97
Travel Nurse Housing,TNH,2024-03-15,hellolanding.com,< 10%,9.7,34.86,77.27,13.96,62.4
Travel Nurse Housing,TNH,2024-03-15,furnishedfinder.com,80.31,89.54,67.89,96.78,67.39,25.32
Travel Nurse Housing,TNH,2024-03-15,evolve.com,< 10%,7.88,63.28,93.55,46.54,61.37
Travel Nurse Housing,TNH,2024-03-23,furnishedfinder.com,88.64,95.7,73.17,95.83,70.26,20.74
Travel Nurse Housing,TNH,2024-03-23,evolve.com,< 10%,9.64,61.71,94.0,42.0,65.07
Travel Nurse Housing,TNH,2024-03-23,You,69.19, --, --,94.96,23.63, --
Travel Nurse Housing,TNH,2024-03-23,airbnb.com,22.45,24.24,16.67,65.6,3.75,66.4
Travel Nurse Housing,TNH,2024-03-23,hellolanding.com,< 10%,8.12,28.34,76.29,9.91,67.6
Travel Nurse Housing,TNH,2024-03-31,You,66.25, --, --,94.14,19.53, --
Travel Nurse Housing,TNH,2024-03-31,airbnb.com,18.86,20.35,23.88,64.11,5.9,63.03
Travel Nurse Housing,TNH,2024-03-31,hellolanding.com,< 10%,7.04,25.81,75.48,8.65,65.04
Travel Nurse Housing,TNH,2024-04-05,You,45.21, --, --,90.92,12.59, --
Travel Nurse Housing,TNH,2024-04-05,airbnb.com,25.39,26.46,32.85,75.73,16.97,41.28
Travel Nurse Housing,TNH,2024-04-05,hellolanding.com,< 10%,8.07,49.57,83.96,24.68,43.41
Travel Nurse Housing,TNH,2024-04-06,You,47.48, --, --,91.34,13.27, --
Travel Nurse Housing,TNH,2024-04-06,airbnb.com,24.71,24.68,31.1,73.82,18.74,43.83
Travel Nurse Housing,TNH,2024-04-06,hellolanding.com,< 10%,7.85,39.91,80.93,25.98,45.99
Travel Nurse Housing,TNH,2024-03-31,furnishedfinder.com,87.21,96.5,76.14,95.24,69.16,17.57
Travel Nurse Housing,TNH,2024-03-31,apartmentlist.com,< 10%,3.86,20.0,54.36,3.36,65.73
Travel Nurse Housing,TNH,2024-03-31,evolve.com,14.59,18.98,59.09,91.55,26.39,58.81
Travel Nurse Housing,TNH,2024-04-05,furnishedfinder.com,67.36,90.92,83.56,93.26,65.72,10.86
Travel Nurse Housing,TNH,2024-04-05,apartmentlist.com,< 10%,3.03,28.74,72.7,9.19,44.82
Travel Nurse Housing,TNH,2024-04-05,evolve.com,12.34,19.19,74.82,92.74,38.34,38.72
Travel Nurse Housing,TNH,2024-04-06,furnishedfinder.com,66.15,91.34,82.92,94.49,67.12,11.52
Travel Nurse Housing,TNH,2024-04-06,apartmentlist.com,< 10%,2.92,30.12,76.84,10.73,47.06
Travel Nurse Housing,TNH,2024-04-06,evolve.com,14.24,22.36,72.28,92.02,36.15,39.8
Travel Nurse Housing,TNH,2024-04-03,You,48.63, --, --,92.67,23.71, --
Travel Nurse Housing,TNH,2024-04-03,airbnb.com,24.56,24.93,30.27,76.29,16.79,44.96
Travel Nurse Housing,TNH,2024-04-03,hellolanding.com,< 10%,7.63,33.57,83.69,29.58,47.39
Travel Nurse Housing,TNH,2024-04-03,furnishedfinder.com,61.96,87.41,69.43,93.34,57.45,19.12
Travel Nurse Housing,TNH,2024-04-03,apartmentlist.com,< 10%,4.29,34.16,81.77,13.54,47.92
Travel Nurse Housing,TNH,2024-04-03,evolve.com,11.22,16.64,68.75,93.99,41.97,43.07
Travel Nurse Housing,TNH,2024-03-28,You,66.37, --, --,94.83,18.86, --
Travel Nurse Housing,TNH,2024-03-28,airbnb.com,20.13,21.86,22.78,65.77,4.49,63.06
Travel Nurse Housing,TNH,2024-03-28,hellolanding.com,< 10%,8.4,37.5,74.74,10.88,64.27
Travel Nurse Housing,TNH,2024-04-08,You,45.01, --, --,90.08,15.14, --
Travel Nurse Housing,TNH,2024-04-08,airbnb.com,23.8,23.51,30.99,73.34,15.94,41.73
Travel Nurse Housing,TNH,2024-04-08,hellolanding.com,< 10%,6.68,48.99,83.33,27.78,43.54
Travel Nurse Housing,TNH,2024-03-28,furnishedfinder.com,85.62,95.29,77.55,96.11,70.52,17.32
Travel Nurse Housing,TNH,2024-03-28,apartmentlist.com,< 10%,4.24,13.76,55.49,2.31,65.98
Travel Nurse Housing,TNH,2024-03-28,evolve.com,11.98,16.06,61.02,88.58,39.01,59.86
Travel Nurse Housing,TNH,2024-04-08,furnishedfinder.com,63.35,87.32,79.72,93.51,62.76,13.68
Travel Nurse Housing,TNH,2024-04-08,apartmentlist.com,< 10%,4.45,31.82,78.51,14.88,44.38
Travel Nurse Housing,TNH,2024-04-08,evolve.com,16.71,25.5,77.91,94.28,44.87,36.07
Travel Nurse Housing,TNH,2024-03-29,You,63.87, --, --,93.88,20.48, --
Travel Nurse Housing,TNH,2024-03-29,airbnb.com,21.56,23.22,25.78,67.47,7.07,60.05
Travel Nurse Housing,TNH,2024-03-29,hellolanding.com,< 10%,7.29,33.95,71.89,6.91,62.29
Travel Nurse Housing,TNH,2024-03-30,You,66.86, --, --,94.9,18.29, --
Travel Nurse Housing,TNH,2024-03-30,airbnb.com,19.5,21.75,17.48,64.36,4.79,64.32
Travel Nurse Housing,TNH,2024-03-30,hellolanding.com,< 10%,6.11,32.28,74.86,10.38,65.54
Travel Nurse Housing,TNH,2024-04-01,You,64.29, --, --,93.48,17.87, --
Travel Nurse Housing,TNH,2024-04-01,airbnb.com,20.43,23.07,16.25,53.24,3.61,61.88
Travel Nurse Housing,TNH,2024-04-01,hellolanding.com,< 10%,7.5,29.28,72.78,8.54,62.87
Travel Nurse Housing,TNH,2024-04-04,You,46.05, --, --,91.71,16.85, --
Travel Nurse Housing,TNH,2024-04-04,airbnb.com,25.82,26.45,31.04,76.03,17.84,42.27
Travel Nurse Housing,TNH,2024-04-04,hellolanding.com,< 10%,7.49,44.79,85.8,28.55,44.5
Travel Nurse Housing,TNH,2024-04-07,You,47.01, --, --,91.52,15.66, --
Travel Nurse Housing,TNH,2024-04-07,airbnb.com,23.57,23.12,25.89,73.47,15.01,44.2
Travel Nurse Housing,TNH,2024-04-07,hellolanding.com,< 10%,7.63,41.7,84.81,28.85,45.51
Travel Nurse Housing,TNH,2024-03-29,furnishedfinder.com,86.52,96.76,76.14,96.41,68.94,16.82
Travel Nurse Housing,TNH,2024-03-29,apartmentlist.com,< 10%,4.28,16.84,57.14,2.38,63.41
Travel Nurse Housing,TNH,2024-03-29,evolve.com,13.65,18.14,61.79,90.95,36.21,56.71
Travel Nurse Housing,TNH,2024-03-30,furnishedfinder.com,86.55,96.54,76.22,96.02,69.18,17.66
Travel Nurse Housing,TNH,2024-03-30,apartmentlist.com,< 10%,3.95,15.85,52.59,2.96,66.44
Travel Nurse Housing,TNH,2024-03-30,evolve.com,15.67,21.13,57.18,92.81,33.47,58.78
Travel Nurse Housing,TNH,2024-04-01,furnishedfinder.com,85.04,95.78,78.63,95.46,70.31,15.87
Travel Nurse Housing,TNH,2024-04-01,evolve.com,15.63,21.01,63.34,93.47,34.86,55.73
Travel Nurse Housing,TNH,2024-04-01,apartmentlist.com,< 10%,2.09,30.65,60.19,10.19,63.87
Travel Nurse Housing,TNH,2024-04-02,You,52.37, --, --,92.18,20.25, --
Travel Nurse Housing,TNH,2024-04-02,airbnb.com,24.09,24.34,24.46,69.17,13.18,49.25
Travel Nurse Housing,TNH,2024-04-02,hellolanding.com,< 10%,5.79,31.73,81.84,19.54,51.41
Travel Nurse Housing,TNH,2024-04-09,You,44.93, --, --,89.63,16.59, --
Travel Nurse Housing,TNH,2024-04-09,airbnb.com,23.74,24.94,32.07,75.06,16.65,41.34
Travel Nurse Housing,TNH,2024-04-09,hellolanding.com,< 10%,7.43,42.63,81.48,26.42,43.51
Travel Nurse Housing,TNH,2024-04-10,You,45.7, --, --,89.33,15.74, --
Travel Nurse Housing,TNH,2024-04-10,airbnb.com,25.45,25.31,30.57,75.01,16.91,42.16
Travel Nurse Housing,TNH,2024-04-10,hellolanding.com,< 10%,7.2,45.42,82.9,24.82,44.2
Travel Nurse Housing,TNH,2024-04-04,furnishedfinder.com,61.06,88.64,78.77,94.81,64.36,13.89
Travel Nurse Housing,TNH,2024-04-04,apartmentlist.com,< 10%,4.31,29.53,77.33,12.98,45.46
Travel Nurse Housing,TNH,2024-04-04,evolve.com,11.51,18.67,70.43,93.41,38.84,39.99
Travel Nurse Housing,TNH,2024-04-07,furnishedfinder.com,64.77,87.59,79.89,93.5,64.43,14.12
Travel Nurse Housing,TNH,2024-04-07,apartmentlist.com,< 10%,4.1,20.0,76.29,13.62,46.62
Travel Nurse Housing,TNH,2024-04-07,evolve.com,17.52,26.09,75.23,93.12,39.45,37.78
Travel Nurse Housing,TNH,2024-04-02,furnishedfinder.com,68.87,90.18,75.72,95.11,68.1,16.61
Travel Nurse Housing,TNH,2024-04-02,apartmentlist.com,< 10%,4.09,22.45,76.17,12.85,51.89
Travel Nurse Housing,TNH,2024-04-02,evolve.com,11.36,17.89,65.16,92.05,35.51,46.26
Travel Nurse Housing,TNH,2024-04-09,furnishedfinder.com,61.66,87.97,78.86,93.27,61.6,13.76
Travel Nurse Housing,TNH,2024-04-09,apartmentlist.com,< 10%,3.7,40.8,81.87,15.74,44.25
Travel Nurse Housing,TNH,2024-04-09,evolve.com,14.65,22.45,77.18,93.64,42.96,37.14
Travel Nurse Housing,TNH,2024-04-10,furnishedfinder.com,64.04,88.19,79.53,93.54,63.05,13.65
Travel Nurse Housing,TNH,2024-04-10,apartmentlist.com,< 10%,3.96,37.12,76.36,11.72,45.03
Travel Nurse Housing,TNH,2024-04-10,evolve.com,14.99,22.58,75.96,92.05,41.68,37.86
Travel Nurse Housing,TNH,2024-04-12,You,44.27, --, --,89.21,10.27, --
Travel Nurse Housing,TNH,2024-04-12,airbnb.com,24.18,24.92,35.57,74.41,15.75,40.35
Travel Nurse Housing,TNH,2024-04-12,trustedhealth.com,< 10%,2.22,46.67,88.52,18.03,43.81
Travel Nurse Housing,TNH,2024-04-12,hellolanding.com,< 10%,8.19,46.61,80.73,30.34,42.58
Travel Nurse Housing,TNH,2024-04-12,furnishedfinder.com,67.04,91.32,85.1,92.58,64.64,9.87
Travel Nurse Housing,TNH,2024-04-12,ayahealthcare.com,< 10%,2.93,55.7,82.69,34.63,43.55
Travel Nurse Housing,TNH,2024-04-12,apartmentlist.com,< 10%,4.75,39.06,82.43,12.15,43.45
Travel Nurse Housing,TNH,2024-04-12,evolve.com,15.82,25.25,77.09,92.22,38.49,35.65
Travel Nurse Housing,TNH,2024-04-17,You,43.02, --, --,89.48,12.79, --
Travel Nurse Housing,TNH,2024-04-17,airbnb.com,27.99,27.69,38.5,77.5,20.73,38.44
Travel Nurse Housing,TNH,2024-04-17,trustedhealth.com,< 10%,1.84,54.69,81.84,17.39,42.59
Travel Nurse Housing,TNH,2024-04-17,hellolanding.com,< 10%,8.1,44.84,84.66,28.87,41.46
Travel Nurse Housing,TNH,2024-04-17,furnishedfinder.com,60.94,88.65,81.57,93.09,60.32,11.91
Travel Nurse Housing,TNH,2024-04-17,ayahealthcare.com,< 10%,1.99,50.72,86.98,34.64,42.59
Travel Nurse Housing,TNH,2024-04-17,apartmentlist.com,< 10%,5.13,32.02,74.63,10.32,42.32
Travel Nurse Housing,TNH,2024-04-17,evolve.com,15.34,25.21,73.03,91.84,42.97,35.1
Travel Nurse Housing,TNH,2024-04-24,You,23.09, --, --,91.32,24.39, --
Travel Nurse Housing,TNH,2024-04-24,airbnb.com,24.8,32.84,31.72,81.97,20.56,20.68
Travel Nurse Housing,TNH,2024-04-24,trustedhealth.com,< 10%,1.73,40.0,83.57,18.48,22.93
Travel Nurse Housing,TNH,2024-04-24,hellolanding.com,< 10%,8.1,44.82,82.06,28.13,22.25
Travel Nurse Housing,TNH,2024-04-24,furnishedfinder.com,35.88,65.33,76.29,92.84,52.14,11.58
Travel Nurse Housing,TNH,2024-04-24,ayahealthcare.com,< 10%,2.92,43.75,84.96,35.56,22.79
Travel Nurse Housing,TNH,2024-04-24,apartmentlist.com,< 10%,10.44,28.15,78.73,16.38,22.41
Travel Nurse Housing,TNH,2024-04-24,evolve.com,< 10%,16.02,76.54,95.47,38.96,20.26
Travel Nurse Housing,TNH,2024-04-13,You,45.16, --, --,88.9,11.71, --
Travel Nurse Housing,TNH,2024-04-13,airbnb.com,26.74,25.55,34.29,73.65,18.53,41.2
Travel Nurse Housing,TNH,2024-04-13,trustedhealth.com,< 10%,2.01,42.86,80.79,15.55,44.77
Travel Nurse Housing,TNH,2024-04-13,hellolanding.com,< 10%,8.35,45.59,81.52,28.0,43.44
Travel Nurse Housing,TNH,2024-04-14,You,46.5, --, --,89.65,12.87, --
Travel Nurse Housing,TNH,2024-04-14,airbnb.com,25.03,24.34,33.05,73.81,16.76,42.75
Travel Nurse Housing,TNH,2024-04-14,trustedhealth.com,< 10%,1.85,26.42,79.17,14.58,46.27
Travel Nurse Housing,TNH,2024-04-14,hellolanding.com,< 10%,7.66,47.49,83.48,27.65,44.8
Travel Nurse Housing,TNH,2024-04-16,You,42.82, --, --,89.56,15.99, --
Travel Nurse Housing,TNH,2024-04-16,airbnb.com,30.13,28.7,37.81,79.25,22.11,38.18
Travel Nurse Housing,TNH,2024-04-16,trustedhealth.com,< 10%,1.97,36.11,79.17,12.99,42.52
Travel Nurse Housing,TNH,2024-04-16,hellolanding.com,< 10%,8.42,49.35,86.87,34.25,41.04
Travel Nurse Housing,TNH,2024-04-15,You,42.82, --, --,89.92,13.3, --
Travel Nurse Housing,TNH,2024-04-15,airbnb.com,24.02,24.08,29.79,71.83,18.95,39.75
Travel Nurse Housing,TNH,2024-04-15,trustedhealth.com,< 10%,2.27,44.87,81.99,17.58,42.39
Travel Nurse Housing,TNH,2024-04-15,hellolanding.com,< 10%,7.38,50.39,85.52,32.41,41.23
Travel Nurse Housing,TNH,2024-04-13,furnishedfinder.com,65.4,91.03,85.29,93.64,64.43,10.1
Travel Nurse Housing,TNH,2024-04-13,ayahealthcare.com,< 10%,1.72,26.19,77.0,28.0,44.95
Travel Nurse Housing,TNH,2024-04-13,apartmentlist.com,< 10%,5.65,34.78,79.01,11.83,44.27
Travel Nurse Housing,TNH,2024-04-13,evolve.com,16.68,26.54,76.39,91.91,36.7,36.0
Travel Nurse Housing,TNH,2024-04-18,You,41.31, --, --,89.15,9.78, --
Travel Nurse Housing,TNH,2024-04-18,airbnb.com,29.81,27.64,41.78,76.11,17.55,36.54
Travel Nurse Housing,TNH,2024-04-18,trustedhealth.com,< 10%,1.42,54.05,81.27,16.33,40.99
Travel Nurse Housing,TNH,2024-04-18,hellolanding.com,< 10%,6.35,52.73,85.44,28.54,39.93
Travel Nurse Housing,TNH,2024-04-14,furnishedfinder.com,66.92,89.51,84.17,93.73,66.49,11.47
Travel Nurse Housing,TNH,2024-04-14,ayahealthcare.com,< 10%,1.22,42.86,82.81,25.52,46.25
Travel Nurse Housing,TNH,2024-04-14,apartmentlist.com,< 10%,5.39,34.42,75.52,12.24,45.63
Travel Nurse Housing,TNH,2024-04-14,evolve.com,18.28,26.76,71.63,90.84,33.99,37.58
Travel Nurse Housing,TNH,2024-04-15,furnishedfinder.com,60.61,85.36,82.44,91.38,60.5,12.69
Travel Nurse Housing,TNH,2024-04-15,ayahealthcare.com,< 10%,1.77,44.26,81.23,33.14,42.49
Travel Nurse Housing,TNH,2024-04-15,apartmentlist.com,< 10%,6.59,30.84,79.31,14.1,41.95
Travel Nurse Housing,TNH,2024-04-15,evolve.com,16.33,26.75,77.09,93.53,40.75,33.99
Travel Nurse Housing,TNH,2024-04-20,You,23.28, --, --,68.28,1.55, --
Travel Nurse Housing,TNH,2024-04-20,airbnb.com,33.77,22.44,72.41,72.93,6.93,19.5
Travel Nurse Housing,TNH,2024-04-20,trustedhealth.com,< 10%,1.55,62.5,85.92,2.82,23.05
Travel Nurse Housing,TNH,2024-04-20,hellolanding.com,< 10%,6.38,81.82,80.68,10.14,22.06
Travel Nurse Housing,TNH,2024-04-16,furnishedfinder.com,57.57,84.77,78.43,92.44,58.54,14.35
Travel Nurse Housing,TNH,2024-04-16,ayahealthcare.com,< 10%,2.49,58.24,86.07,35.96,42.2
Travel Nurse Housing,TNH,2024-04-16,apartmentlist.com,< 10%,5.52,32.67,77.86,11.7,42.05
Travel Nurse Housing,TNH,2024-04-16,evolve.com,14.9,25.53,68.52,91.36,36.37,35.33
Travel Nurse Housing,TNH,2024-04-18,furnishedfinder.com,68.56,92.19,86.1,93.23,65.1,8.52
Travel Nurse Housing,TNH,2024-04-18,ayahealthcare.com,< 10%,2.66,49.28,83.44,26.95,40.77
Travel Nurse Housing,TNH,2024-04-18,apartmentlist.com,< 10%,3.27,37.65,72.81,10.64,40.8
Travel Nurse Housing,TNH,2024-04-18,evolve.com,17.78,27.68,78.3,93.11,33.63,32.36
Travel Nurse Housing,TNH,2024-04-20,furnishedfinder.com,92.8,98.07,97.44,97.09,75.89,1.04
Travel Nurse Housing,TNH,2024-04-20,ayahealthcare.com,< 10%,2.32,41.67,74.42,13.95,23.05
Travel Nurse Housing,TNH,2024-04-20,apartmentlist.com,< 10%,0.97,40.0,60.19,2.78,23.19
Travel Nurse Housing,TNH,2024-04-20,evolve.com,31.34,30.75,95.6,95.4,38.22,16.43
Travel Nurse Housing,TNH,2024-04-11,You,45.52, --, --,90.5,13.62, --
Travel Nurse Housing,TNH,2024-04-11,airbnb.com,24.47,23.81,32.63,74.78,16.27,41.99
Travel Nurse Housing,TNH,2024-04-11,trustedhealth.com,< 10%,2.49,43.04,83.04,18.99,45.04
Travel Nurse Housing,TNH,2024-04-11,hellolanding.com,< 10%,8.46,52.79,83.46,26.89,43.49
Travel Nurse Housing,TNH,2024-04-11,furnishedfinder.com,66.75,89.34,82.32,93.48,66.04,12.04
Travel Nurse Housing,TNH,2024-04-11,ayahealthcare.com,< 10%,2.83,55.56,84.83,35.6,44.81
Travel Nurse Housing,TNH,2024-04-11,apartmentlist.com,< 10%,4.37,38.13,78.55,11.94,44.77
Travel Nurse Housing,TNH,2024-04-11,evolve.com,14.26,21.04,70.1,92.17,36.45,38.81
Travel Nurse Housing,TNH,2024-04-21,You,20.01, --, --,63.08,2.43, --
Travel Nurse Housing,TNH,2024-04-21,airbnb.com,29.75,22.31,72.73,73.12,5.05,16.76
Travel Nurse Housing,TNH,2024-04-21,trustedhealth.com,< 10%,0.81,50.0,89.47,15.79,19.93
Travel Nurse Housing,TNH,2024-04-21,hellolanding.com,< 10%,6.9,73.53,76.99,9.73,18.99
Travel Nurse Housing,TNH,2024-04-19,You,33.27, --, --,80.63,4.84, --
Travel Nurse Housing,TNH,2024-04-19,airbnb.com,31.48,25.16,56.83,76.71,12.39,28.52
Travel Nurse Housing,TNH,2024-04-19,trustedhealth.com,< 10%,1.02,61.54,83.48,13.04,33.06
Travel Nurse Housing,TNH,2024-04-19,hellolanding.com,< 10%,6.25,58.75,78.15,18.54,32.05
Travel Nurse Housing,TNH,2024-04-22,You,24.15, --, --,90.96,26.24, --
Travel Nurse Housing,TNH,2024-04-22,airbnb.com,19.93,27.34,27.6,79.08,15.42,22.33
Travel Nurse Housing,TNH,2024-04-22,trustedhealth.com,< 10%,2.27,35.96,83.33,18.66,23.96
Travel Nurse Housing,TNH,2024-04-22,hellolanding.com,< 10%,8.1,45.7,85.01,34.65,23.26
Travel Nurse Housing,TNH,2024-04-23,You,22.77, --, --,92.21,26.45, --
Travel Nurse Housing,TNH,2024-04-23,airbnb.com,24.45,32.45,29.28,81.27,20.37,20.6
Travel Nurse Housing,TNH,2024-04-23,trustedhealth.com,< 10%,2.78,37.25,84.22,15.6,22.53
Travel Nurse Housing,TNH,2024-04-23,hellolanding.com,< 10%,8.12,40.58,83.49,32.34,22.02
Travel Nurse Housing,TNH,2024-04-21,furnishedfinder.com,91.8,94.73,98.07,97.44,78.03,1.42
Travel Nurse Housing,TNH,2024-04-21,ayahealthcare.com,< 10%,1.22,83.33,78.05,7.32,19.81
Travel Nurse Housing,TNH,2024-04-21,apartmentlist.com,< 10%,1.01,40.0,57.61,2.17,19.93
Travel Nurse Housing,TNH,2024-04-21,evolve.com,33.97,35.5,96.0,94.5,34.89,13.19
Travel Nurse Housing,TNH,2024-04-19,furnishedfinder.com,81.44,93.83,92.34,94.99,69.29,4.45
Travel Nurse Housing,TNH,2024-04-19,ayahealthcare.com,< 10%,1.8,65.22,78.21,25.0,32.88
Travel Nurse Housing,TNH,2024-04-19,apartmentlist.com,< 10%,1.17,46.67,64.63,3.66,33.09
Travel Nurse Housing,TNH,2024-04-19,evolve.com,24.69,27.03,90.75,94.21,42.74,25.11
Travel Nurse Housing,TNH,2024-04-22,furnishedfinder.com,38.39,68.1,72.37,92.92,53.46,12.25
Travel Nurse Housing,TNH,2024-04-22,ayahealthcare.com,10.29,4.2,44.55,85.97,27.58,23.7
Travel Nurse Housing,TNH,2024-04-22,apartmentlist.com,< 10%,7.71,19.9,76.79,8.23,23.78
Travel Nurse Housing,TNH,2024-04-22,evolve.com,< 10%,15.37,76.68,92.34,37.51,21.31
Travel Nurse Housing,TNH,2024-04-23,furnishedfinder.com,36.84,66.53,74.17,93.24,51.2,11.53
Travel Nurse Housing,TNH,2024-04-23,ayahealthcare.com,< 10%,3.99,49.32,84.97,28.57,22.32
Travel Nurse Housing,TNH,2024-04-23,apartmentlist.com,< 10%,9.67,23.35,76.94,14.62,22.25
Travel Nurse Housing,TNH,2024-04-23,evolve.com,< 10%,14.91,76.8,93.9,40.5,20.16
Travel Nurse Housing,TNH,2024-05-03,furnishedfinder.com,28.08,65.51,71.95,93.4,53.31,10.22
Travel Nurse Housing,TNH,2024-05-03,ayahealthcare.com,11.87,3.38,51.09,87.87,36.18,19.0
Travel Nurse Housing,TNH,2024-05-03,apartmentlist.com,< 10%,8.75,21.01,78.14,12.17,18.98
Travel Nurse Housing,TNH,2024-05-03,evolve.com,< 10%,12.78,65.47,92.68,28.47,17.72
Travel Nurse Housing,TNH,2024-05-03,You,19.33, --, --,91.93,28.58, --
Travel Nurse Housing,TNH,2024-05-03,airbnb.com,23.67,30.97,29.81,84.9,22.07,17.55
Travel Nurse Housing,TNH,2024-05-03,trustedhealth.com,< 10%,2.23,32.23,83.44,18.09,19.19
Travel Nurse Housing,TNH,2024-05-03,vivian.com,< 10%,2.15,28.21,87.14,20.87,19.22
Travel Nurse Housing,TNH,2024-05-03,hellolanding.com,< 10%,9.14,44.47,83.97,32.97,18.55
Travel Nurse Housing,TNH,2024-05-03,indeed.com,< 10%,3.83,28.37,82.46,13.14,19.12
Travel Nurse Housing,TNH,2024-05-03,vrbo.com,< 10%,4.23,40.0,85.48,35.73,19.01
Travel Nurse Housing,TNH,2024-05-03,crosscountry.com,< 10%,2.23,21.49,84.29,18.01,19.24
Travel Nurse Housing,TNH,2024-05-03,nomadhealth.com,< 10%,1.05,36.84,85.07,16.4,19.26
Travel Nurse Housing,TNH,2024-05-05,furnishedfinder.com,31.8,70.38,70.54,93.09,48.52,8.89
Travel Nurse Housing,TNH,2024-05-05,ayahealthcare.com,11.24,2.77,55.15,87.6,29.81,17.38
Travel Nurse Housing,TNH,2024-05-05,apartmentlist.com,11.73,11.94,21.12,81.67,14.66,17.21
Travel Nurse Housing,TNH,2024-05-05,evolve.com,< 10%,18.17,69.54,93.61,35.39,15.42
Travel Nurse Housing,TNH,2024-05-05,You,17.65, --, --,92.84,25.94, --
Travel Nurse Housing,TNH,2024-05-05,airbnb.com,28.74,35.06,29.77,85.32,24.63,15.81
Travel Nurse Housing,TNH,2024-05-05,trustedhealth.com,< 10%,2.24,38.18,84.16,17.85,17.5
Travel Nurse Housing,TNH,2024-05-05,vivian.com,< 10%,1.49,49.32,84.24,22.72,17.52
Travel Nurse Housing,TNH,2024-05-05,hellolanding.com,< 10%,8.26,43.1,87.99,39.29,17.02
Travel Nurse Housing,TNH,2024-05-05,indeed.com,< 10%,5.27,44.4,89.42,24.6,17.24
Travel Nurse Housing,TNH,2024-05-05,vrbo.com,< 10%,4.68,34.78,81.65,29.74,17.37
Travel Nurse Housing,TNH,2024-05-05,crosscountry.com,< 10%,2.22,23.85,83.24,15.06,17.56
Travel Nurse Housing,TNH,2024-05-05,nomadhealth.com,< 10%,1.16,38.6,79.97,13.53,17.57
Travel Nurse Housing,TNH,2024-04-28,furnishedfinder.com,31.76,68.87,73.62,93.75,53.14,10.81
Travel Nurse Housing,TNH,2024-04-28,ayahealthcare.com,14.13,2.92,45.14,85.62,29.02,21.64
Travel Nurse Housing,TNH,2024-04-28,apartmentlist.com,< 10%,8.94,22.68,82.34,12.92,21.49
Travel Nurse Housing,TNH,2024-04-28,evolve.com,< 10%,16.57,70.62,93.41,36.13,19.37
Travel Nurse Housing,TNH,2024-04-27,furnishedfinder.com,32.77,66.3,72.55,93.38,52.25,12.46
Travel Nurse Housing,TNH,2024-04-27,ayahealthcare.com,12.85,2.63,49.23,86.34,26.64,23.7
Travel Nurse Housing,TNH,2024-04-27,apartmentlist.com,< 10%,10.3,26.33,80.49,14.98,23.36
Travel Nurse Housing,TNH,2024-04-27,evolve.com,< 10%,15.1,68.63,93.71,34.8,21.52
Travel Nurse Housing,TNH,2024-04-28,You,21.93, --, --,91.58,25.15, --
Travel Nurse Housing,TNH,2024-04-28,airbnb.com,24.27,32.27,28.35,80.92,22.59,19.93
Travel Nurse Housing,TNH,2024-04-28,trustedhealth.com,10.5,2.86,34.04,82.34,19.02,21.72
Travel Nurse Housing,TNH,2024-04-28,vivian.com,11.08,2.25,29.73,80.22,19.62,21.79
Travel Nurse Housing,TNH,2024-04-28,hellolanding.com,< 10%,8.52,46.67,85.05,40.24,21.06
Travel Nurse Housing,TNH,2024-04-28,indeed.com,< 10%,4.46,27.73,86.44,13.77,21.66
Travel Nurse Housing,TNH,2024-04-28,vrbo.com,< 10%,3.33,45.12,81.3,30.61,21.6
Travel Nurse Housing,TNH,2024-04-28,crosscountry.com,< 10%,5.31,27.48,83.5,20.23,21.61
Travel Nurse Housing,TNH,2024-04-28,nomadhealth.com,< 10%,1.3,46.88,81.64,16.78,21.8
Travel Nurse Housing,TNH,2024-04-27,You,24.01, --, --,92.37,25.67, --
Travel Nurse Housing,TNH,2024-04-27,airbnb.com,22.91,30.43,30.07,82.45,22.51,21.81
Travel Nurse Housing,TNH,2024-04-27,trustedhealth.com,10.35,3.1,28.76,82.63,16.53,23.79
Travel Nurse Housing,TNH,2024-04-27,vivian.com,10.12,2.81,33.81,82.52,22.43,23.78
Travel Nurse Housing,TNH,2024-04-27,hellolanding.com,< 10%,9.05,46.31,83.27,37.14,23.0
